rownumber,jobcode,Timestamp,Local Date,Local Time,Temperature (°C),Humidity (%),Latitude,Longitude,Altitude (m),Accuracy (m),Speed (MPH)
455407,Tracy080925_022-20250809 205154,1754798854116,8/9/2025,21:07:34,31.53,0.0,37.735698,-121.430053,17.93,2.36,31.59
456397,Tracy080925_022-20250809 205154,1754798855106,8/9/2025,21:07:35,31.50,0.0,37.735666,-121.429894,18.05,2.43,32.37
457387,Tracy080925_022-20250809 205154,1754798856096,8/9/2025,21:07:36,31.57,0.0,37.735633,-121.429731,18.10,2.56,33.15
458407,Tracy080925_022-20250809 205154,1754798857116,8/9/2025,21:07:37,31.55,0.0,37.735599,-121.429573,18.20,2.26,32.55
459397,Tracy080925_022-20250809 205154,1754798858106,8/9/2025,21:07:38,31.57,0.0,37.735558,-121.429418,18.33,2.56,32.82
460387,Tracy080925_022-20250809 205154,1754798859096,8/9/2025,21:07:39,31.55,0.0,37.735507,-121.429258,18.46,2.47,33.82
461409,Tracy080925_022-20250809 205154,1754798860118,8/9/2025,21:07:40,31.58,0.0,37.735444,-121.429106,18.52,2.35,34.11
462397,Tracy080925_022-20250809 205154,1754798861106,8/9/2025,21:07:41,31.55,0.0,37.735369,-121.428961,18.62,2.40,34.31
463417,Tracy080925_022-20250809 205154,1754798862126,8/9/2025,21:07:42,31.61,0.0,37.735285,-121.428826,18.82,2.27,34.18
464437,Tracy080925_022-20250809 205154,1754798863146,8/9/2025,21:07:43,31.55,0.0,37.735194,-121.428698,18.85,2.29,33.87
465399,Tracy080925_022-20250809 205154,1754798864108,8/9/2025,21:07:44,31.49,0.0,37.735107,-121.428569,18.80,2.80,33.42
466387,Tracy080925_022-20250809 205154,1754798865096,8/9/2025,21:07:45,31.51,0.0,37.735025,-121.428435,18.73,2.77,33.02
467407,Tracy080925_022-20250809 205154,1754798866116,8/9/2025,21:07:46,31.51,0.0,37.734956,-121.428292,18.66,2.99,32.61
468397,Tracy080925_022-20250809 205154,1754798867106,8/9/2025,21:07:47,31.48,0.0,37.734897,-121.428145,18.57,2.87,32.21
469417,Tracy080925_022-20250809 205154,1754798868126,8/9/2025,21:07:48,31.48,0.0,37.734846,-121.427993,18.48,2.40,32.26
470407,Tracy080925_022-20250809 205154,1754798869116,8/9/2025,21:07:49,31.51,0.0,37.734803,-121.427834,18.42,3.06,32.95
471397,Tracy080925_022-20250809 205154,1754798870106,8/9/2025,21:07:50,31.52,0.0,37.734770,-121.427668,18.39,2.72,33.53
472387,Tracy080925_022-20250809 205154,1754798871096,8/9/2025,21:07:51,31.59,0.0,37.734741,-121.427497,18.25,2.32,34.18
473408,Tracy080925_022-20250809 205154,1754798872117,8/9/2025,21:07:52,31.62,0.0,37.734714,-121.427326,18.33,2.39,34.20
474397,Tracy080925_022-20250809 205154,1754798873106,8/9/2025,21:07:53,31.59,0.0,37.734690,-121.427154,18.38,2.83,34.16
475387,Tracy080925_022-20250809 205154,1754798874096,8/9/2025,21:07:54,31.52,0.0,37.734668,-121.426982,18.46,2.37,34.09
476407,Tracy080925_022-20250809 205154,1754798875116,8/9/2025,21:07:55,31.55,0.0,37.734651,-121.426812,18.50,2.38,33.76
477397,Tracy080925_022-20250809 205154,1754798876106,8/9/2025,21:07:56,31.62,0.0,37.734639,-121.426645,18.42,2.40,32.91
478387,Tracy080925_022-20250809 205154,1754798877096,8/9/2025,21:07:57,31.65,0.0,37.734631,-121.426498,18.53,2.33,28.97
479407,Tracy080925_022-20250809 205154,1754798878116,8/9/2025,21:07:58,31.63,0.0,37.734629,-121.426378,18.65,2.16,23.80
480397,Tracy080925_022-20250809 205154,1754798879106,8/9/2025,21:07:59,31.62,0.0,37.734632,-121.426281,18.81,2.23,19.15
481387,Tracy080925_022-20250809 205154,1754798880096,8/9/2025,21:08:00,31.59,0.0,37.734637,-121.426205,18.94,2.85,15.28
482407,Tracy080925_022-20250809 205154,1754798881116,8/9/2025,21:08:01,31.55,0.0,37.734641,-121.426144,18.99,2.89,12.12
483397,Tracy080925_022-20250809 205154,1754798882106,8/9/2025,21:08:02,31.52,0.0,37.734644,-121.426100,18.99,2.84,8.99
484450,Tracy080925_022-20250809 205154,1754798883159,8/9/2025,21:08:03,31.50,0.0,37.734645,-121.426066,18.96,2.87,7.09
485407,Tracy080925_022-20250809 205154,1754798884116,8/9/2025,21:08:04,31.49,0.0,37.734646,-121.426031,19.14,2.94,6.89
486397,Tracy080925_022-20250809 205154,1754798885106,8/9/2025,21:08:05,31.47,0.0,37.734643,-121.425994,19.31,2.88,7.90
487387,Tracy080925_022-20250809 205154,1754798886096,8/9/2025,21:08:06,31.46,0.0,37.734637,-121.425944,19.21,2.92,10.27
488407,Tracy080925_022-20250809 205154,1754798887116,8/9/2025,21:08:07,31.46,0.0,37.734621,-121.425885,19.25,2.93,12.24
489367,Tracy080925_022-20250809 205154,1754798888076,8/9/2025,21:08:08,31.48,0.0,37.734603,-121.425828,19.27,2.86,11.99
490387,Tracy080925_022-20250809 205154,1754798889096,8/9/2025,21:08:09,31.51,0.0,37.734595,-121.425779,19.39,2.88,9.33
491437,Tracy080925_022-20250809 205154,1754798890146,8/9/2025,21:08:10,31.51,0.0,37.734597,-121.425739,19.47,2.91,7.90
492397,Tracy080925_022-20250809 205154,1754798891106,8/9/2025,21:08:11,31.49,0.0,37.734609,-121.425701,19.38,2.84,7.70
493387,Tracy080925_022-20250809 205154,1754798892096,8/9/2025,21:08:12,31.46,0.0,37.734603,-121.425636,19.43,2.79,8.41
494407,Tracy080925_022-20250809 205154,1754798893116,8/9/2025,21:08:13,31.45,0.0,37.734634,-121.425596,19.49,4.94,9.31
495397,Tracy080925_022-20250809 205154,1754798894106,8/9/2025,21:08:14,31.50,0.0,37.734686,-121.425571,19.49,4.61,9.19
496418,Tracy080925_022-20250809 205154,1754798895127,8/9/2025,21:08:15,31.49,0.0,37.734742,-121.425577,19.39,2.70,9.86
497377,Tracy080925_022-20250809 205154,1754798896086,8/9/2025,21:08:16,31.51,0.0,37.734792,-121.425588,19.36,2.66,10.80
498398,Tracy080925_022-20250809 205154,1754798897107,8/9/2025,21:08:17,31.49,0.0,37.734834,-121.425637,19.35,2.65,11.56
499388,Tracy080925_022-20250809 205154,1754798898097,8/9/2025,21:08:18,31.50,0.0,37.734884,-121.425667,19.20,2.63,12.93
500408,Tracy080925_022-20250809 205154,1754798899117,8/9/2025,21:08:19,31.49,0.0,37.734938,-121.425694,19.25,2.64,14.47
501428,Tracy080925_022-20250809 205154,1754798900137,8/9/2025,21:08:20,31.54,0.0,37.734994,-121.425716,19.28,2.60,15.23
502387,Tracy080925_022-20250809 205154,1754798901096,8/9/2025,21:08:21,31.55,0.0,37.735053,-121.425731,19.16,2.54,15.26
503377,Tracy080925_022-20250809 205154,1754798902086,8/9/2025,21:08:22,31.56,0.0,37.735111,-121.425740,19.13,2.47,14.94
504398,Tracy080925_022-20250809 205154,1754798903107,8/9/2025,21:08:23,31.52,0.0,37.735167,-121.425750,18.99,2.46,14.47
505388,Tracy080925_022-20250809 205154,1754798904097,8/9/2025,21:08:24,31.50,0.0,37.735230,-121.425757,18.88,2.39,15.39
506408,Tracy080925_022-20250809 205154,1754798905117,8/9/2025,21:08:25,31.56,0.0,37.735295,-121.425764,18.81,2.40,16.02
507400,Tracy080925_022-20250809 205154,1754798906109,8/9/2025,21:08:26,31.54,0.0,37.735361,-121.425769,18.75,2.55,16.17
508388,Tracy080925_022-20250809 205154,1754798907097,8/9/2025,21:08:27,31.59,0.0,37.735425,-121.425772,18.72,2.43,15.95
509407,Tracy080925_022-20250809 205154,1754798908116,8/9/2025,21:08:28,31.66,0.0,37.735490,-121.425753,18.88,2.34,16.26
510398,Tracy080925_022-20250809 205154,1754798909107,8/9/2025,21:08:29,31.63,0.0,37.735559,-121.425753,18.97,2.39,17.27
511418,Tracy080925_022-20250809 205154,1754798910127,8/9/2025,21:08:30,31.59,0.0,37.735639,-121.425758,18.74,2.29,19.64
512408,Tracy080925_022-20250809 205154,1754798911117,8/9/2025,21:08:31,31.57,0.0,37.735730,-121.425763,18.52,2.46,22.59
513398,Tracy080925_022-20250809 205154,1754798912107,8/9/2025,21:08:32,31.60,0.0,37.735828,-121.425767,18.38,2.74,24.36
514388,Tracy080925_022-20250809 205154,1754798913097,8/9/2025,21:08:33,31.55,0.0,37.735923,-121.425772,18.24,2.66,24.00
515408,Tracy080925_022-20250809 205154,1754798914117,8/9/2025,21:08:34,31.53,0.0,37.736019,-121.425776,18.24,2.86,24.07
516423,Tracy080925_022-20250809 205154,1754798915132,8/9/2025,21:08:35,31.54,0.0,37.736115,-121.425782,18.08,2.48,23.73
517388,Tracy080925_022-20250809 205154,1754798916097,8/9/2025,21:08:36,31.55,0.0,37.736207,-121.425787,18.09,2.86,22.97
518438,Tracy080925_022-20250809 205154,1754798917147,8/9/2025,21:08:37,31.54,0.0,37.736297,-121.425791,18.08,2.65,22.28
519398,Tracy080925_022-20250809 205154,1754798918107,8/9/2025,21:08:38,31.53,0.0,37.736383,-121.425796,18.14,2.96,21.43
520388,Tracy080925_022-20250809 205154,1754798919097,8/9/2025,21:08:39,31.51,0.0,37.736467,-121.425800,18.47,3.23,21.09
521438,Tracy080925_022-20250809 205154,1754798920147,8/9/2025,21:08:40,31.52,0.0,37.736559,-121.425806,18.18,3.59,22.82
522398,Tracy080925_022-20250809 205154,1754798921107,8/9/2025,21:08:41,31.53,0.0,37.736661,-121.425811,17.92,2.90,25.21
523388,Tracy080925_022-20250809 205154,1754798922097,8/9/2025,21:08:42,31.51,0.0,37.736767,-121.425817,17.87,2.49,26.19
524408,Tracy080925_022-20250809 205154,1754798923117,8/9/2025,21:08:43,31.47,0.0,37.736868,-121.425823,17.71,2.70,25.26
525398,Tracy080925_022-20250809 205154,1754798924107,8/9/2025,21:08:44,31.46,0.0,37.736964,-121.425829,17.71,2.39,24.14
526388,Tracy080925_022-20250809 205154,1754798925097,8/9/2025,21:08:45,31.43,0.0,37.737053,-121.425833,17.56,2.26,22.01
527408,Tracy080925_022-20250809 205154,1754798926117,8/9/2025,21:08:46,31.45,0.0,37.737125,-121.425837,17.80,2.62,17.81
528398,Tracy080925_022-20250809 205154,1754798927107,8/9/2025,21:08:47,31.50,0.0,37.737182,-121.425840,17.93,2.47,14.03
529388,Tracy080925_022-20250809 205154,1754798928097,8/9/2025,21:08:48,31.47,0.0,37.737220,-121.425842,18.06,3.11,9.24
530409,Tracy080925_022-20250809 205154,1754798929118,8/9/2025,21:08:49,31.45,0.0,37.737234,-121.425843,17.95,2.89,3.87
531428,Tracy080925_022-20250809 205154,1754798930137,8/9/2025,21:08:50,31.43,0.0,37.737246,-121.425844,18.04,2.74,3.20
532388,Tracy080925_022-20250809 205154,1754798931097,8/9/2025,21:08:51,31.45,0.0,37.737276,-121.425845,18.23,2.76,6.98
533409,Tracy080925_022-20250809 205154,1754798932118,8/9/2025,21:08:52,31.45,0.0,37.737322,-121.425848,18.28,2.66,10.67
534399,Tracy080925_022-20250809 205154,1754798933108,8/9/2025,21:08:53,31.53,0.0,37.737383,-121.425851,18.22,2.62,14.67
535389,Tracy080925_022-20250809 205154,1754798934098,8/9/2025,21:08:54,31.61,0.0,37.737459,-121.425855,17.94,2.58,18.75
536409,Tracy080925_022-20250809 205154,1754798935118,8/9/2025,21:08:55,31.62,0.0,37.737541,-121.425860,17.73,2.44,20.36
537401,Tracy080925_022-20250809 205154,1754798936110,8/9/2025,21:08:56,31.56,0.0,37.737621,-121.425864,17.54,2.30,20.31
538389,Tracy080925_022-20250809 205154,1754798937098,8/9/2025,21:08:57,31.53,0.0,37.737705,-121.425868,17.65,2.29,20.96
539409,Tracy080925_022-20250809 205154,1754798938118,8/9/2025,21:08:58,31.53,0.0,37.737792,-121.425873,17.58,2.18,21.50
540399,Tracy080925_022-20250809 205154,1754798939108,8/9/2025,21:08:59,31.55,0.0,37.737879,-121.425877,17.59,2.23,21.45
541421,Tracy080925_022-20250809 205154,1754798940130,8/9/2025,21:09:00,31.55,0.0,37.737964,-121.425880,17.28,2.36,20.89
542409,Tracy080925_022-20250809 205154,1754798941118,8/9/2025,21:09:01,31.55,0.0,37.738045,-121.425882,17.33,2.53,20.24
543399,Tracy080925_022-20250809 205154,1754798942108,8/9/2025,21:09:02,31.58,0.0,37.738122,-121.425885,17.50,2.69,19.35
544389,Tracy080925_022-20250809 205154,1754798943098,8/9/2025,21:09:03,31.56,0.0,37.738197,-121.425888,17.33,2.83,18.95
545409,Tracy080925_022-20250809 205154,1754798944118,8/9/2025,21:09:04,31.57,0.0,37.738268,-121.425909,17.27,3.03,17.74
546399,Tracy080925_022-20250809 205154,1754798945108,8/9/2025,21:09:05,31.55,0.0,37.738328,-121.425910,17.26,2.75,14.41
547389,Tracy080925_022-20250809 205154,1754798946098,8/9/2025,21:09:06,31.58,0.0,37.738361,-121.425913,17.29,2.55,8.57
548379,Tracy080925_022-20250809 205154,1754798947088,8/9/2025,21:09:07,31.53,0.0,37.738374,-121.425914,17.24,2.44,3.80
549399,Tracy080925_022-20250809 205154,1754798948108,8/9/2025,21:09:08,31.50,0.0,37.738383,-121.425914,17.39,2.95,2.35
550389,Tracy080925_022-20250809 205154,1754798949098,8/9/2025,21:09:09,31.47,0.0,37.738386,-121.425914,17.40,2.82,0.72
551409,Tracy080925_022-20250809 205154,1754798950118,8/9/2025,21:09:10,31.45,0.0,37.738385,-121.425915,17.45,2.81,0.13
552399,Tracy080925_022-20250809 205154,1754798951108,8/9/2025,21:09:11,31.43,0.0,37.738386,-121.425915,17.39,2.86,0.11
553389,Tracy080925_022-20250809 205154,1754798952098,8/9/2025,21:09:12,31.44,0.0,37.738386,-121.425915,17.39,2.86,0.00
566410,Tracy080925_022-20250809 205154,1754798965119,8/9/2025,21:09:25,31.51,0.0,37.738400,-121.425895,17.30,3.67,1.72
567400,Tracy080925_022-20250809 205154,1754798966109,8/9/2025,21:09:26,31.50,0.0,37.738420,-121.425896,17.28,3.60,4.76
568390,Tracy080925_022-20250809 205154,1754798967099,8/9/2025,21:09:27,31.50,0.0,37.738452,-121.425897,17.21,3.52,7.72
569380,Tracy080925_022-20250809 205154,1754798968089,8/9/2025,21:09:28,31.55,0.0,37.738498,-121.425898,17.06,3.45,11.23
570400,Tracy080925_022-20250809 205154,1754798969109,8/9/2025,21:09:29,31.55,0.0,37.738558,-121.425900,16.94,3.38,14.70
571389,Tracy080925_022-20250809 205154,1754798970098,8/9/2025,21:09:30,31.58,0.0,37.738633,-121.425903,16.61,3.27,18.45
572380,Tracy080925_022-20250809 205154,1754798971089,8/9/2025,21:09:31,31.64,0.0,37.738721,-121.425907,16.55,3.00,21.50
573370,Tracy080925_022-20250809 205154,1754798972079,8/9/2025,21:09:32,31.66,0.0,37.738808,-121.425910,16.36,2.67,21.50
574390,Tracy080925_022-20250809 205154,1754798973099,8/9/2025,21:09:33,31.63,0.0,37.738893,-121.425914,16.13,2.49,21.03
575410,Tracy080925_022-20250809 205154,1754798974119,8/9/2025,21:09:34,31.64,0.0,37.738976,-121.425919,16.09,2.54,20.62
576400,Tracy080925_022-20250809 205154,1754798975109,8/9/2025,21:09:35,31.64,0.0,37.739059,-121.425923,15.95,2.34,20.47
577427,Tracy080925_022-20250809 205154,1754798976136,8/9/2025,21:09:36,31.71,0.0,37.739134,-121.425928,15.90,2.32,18.86
578410,Tracy080925_022-20250809 205154,1754798977119,8/9/2025,21:09:37,31.73,0.0,37.739207,-121.425930,15.93,2.41,17.96
579402,Tracy080925_022-20250809 205154,1754798978111,8/9/2025,21:09:38,31.71,0.0,37.739274,-121.425959,16.03,2.46,16.75
580390,Tracy080925_022-20250809 205154,1754798979099,8/9/2025,21:09:39,31.67,0.0,37.739340,-121.425960,15.82,2.32,16.42
581380,Tracy080925_022-20250809 205154,1754798980089,8/9/2025,21:09:40,31.65,0.0,37.739394,-121.425962,15.87,2.47,13.49
582401,Tracy080925_022-20250809 205154,1754798981110,8/9/2025,21:09:41,31.64,0.0,37.739431,-121.425963,16.06,2.53,9.66
583390,Tracy080925_022-20250809 205154,1754798982099,8/9/2025,21:09:42,31.73,0.0,37.739471,-121.425967,16.12,2.64,9.60
584470,Tracy080925_022-20250809 205154,1754798983179,8/9/2025,21:09:43,31.72,0.0,37.739516,-121.425965,16.24,2.82,11.63
585400,Tracy080925_022-20250809 205154,1754798984109,8/9/2025,21:09:44,31.76,0.0,37.739570,-121.425957,16.11,2.93,13.91
586390,Tracy080925_022-20250809 205154,1754798985099,8/9/2025,21:09:45,31.83,0.0,37.739630,-121.425939,16.00,2.87,15.30
587410,Tracy080925_022-20250809 205154,1754798986119,8/9/2025,21:09:46,31.81,0.0,37.739695,-121.425914,16.06,2.89,17.13
588400,Tracy080925_022-20250809 205154,1754798987109,8/9/2025,21:09:47,31.77,0.0,37.739770,-121.425887,15.87,2.70,19.08
589390,Tracy080925_022-20250809 205154,1754798988099,8/9/2025,21:09:48,31.79,0.0,37.739851,-121.425855,15.59,2.73,20.85
590380,Tracy080925_022-20250809 205154,1754798989089,8/9/2025,21:09:49,31.87,0.0,37.739938,-121.425828,15.40,2.55,21.43
591400,Tracy080925_022-20250809 205154,1754798990109,8/9/2025,21:09:50,31.83,0.0,37.740023,-121.425787,15.28,2.34,21.72
592390,Tracy080925_022-20250809 205154,1754798991099,8/9/2025,21:09:51,31.72,0.0,37.740118,-121.425802,15.23,2.31,22.24
593410,Tracy080925_022-20250809 205154,1754798992119,8/9/2025,21:09:52,31.68,0.0,37.740215,-121.425799,14.91,2.73,24.07
594400,Tracy080925_022-20250809 205154,1754798993109,8/9/2025,21:09:53,31.71,0.0,37.740313,-121.425799,14.77,2.42,24.05
595392,Tracy080925_022-20250809 205154,1754798994101,8/9/2025,21:09:54,31.74,0.0,37.740410,-121.425799,14.59,2.23,24.27
596382,Tracy080925_022-20250809 205154,1754798995091,8/9/2025,21:09:55,31.70,0.0,37.740512,-121.425777,14.58,2.88,25.12
597403,Tracy080925_022-20250809 205154,1754798996112,8/9/2025,21:09:56,31.67,0.0,37.740617,-121.425776,14.53,2.99,26.08
598421,Tracy080925_022-20250809 205154,1754798997130,8/9/2025,21:09:57,31.71,0.0,37.740727,-121.425775,14.54,2.55,27.20
599381,Tracy080925_022-20250809 205154,1754798998090,8/9/2025,21:09:58,31.71,0.0,37.740838,-121.425774,14.36,2.31,27.89
600395,Tracy080925_022-20250809 205154,1754798999104,8/9/2025,21:09:59,31.75,0.0,37.740948,-121.425804,14.39,2.26,27.04
601392,Tracy080925_022-20250809 205154,1754799000101,8/9/2025,21:10:00,31.71,0.0,37.741055,-121.425805,14.36,2.33,26.44
602381,Tracy080925_022-20250809 205154,1754799001090,8/9/2025,21:10:01,31.70,0.0,37.741158,-121.425805,14.28,2.17,25.70
603371,Tracy080925_022-20250809 205154,1754799002080,8/9/2025,21:10:02,31.66,0.0,37.741262,-121.425805,14.20,2.40,25.39
604392,Tracy080925_022-20250809 205154,1754799003101,8/9/2025,21:10:03,31.62,0.0,37.741364,-121.425803,14.16,2.21,25.19
605411,Tracy080925_022-20250809 205154,1754799004120,8/9/2025,21:10:04,31.58,0.0,37.741465,-121.425780,13.93,2.44,24.99
606401,Tracy080925_022-20250809 205154,1754799005110,8/9/2025,21:10:05,31.67,0.0,37.741564,-121.425800,13.83,2.38,24.56
607391,Tracy080925_022-20250809 205154,1754799006100,8/9/2025,21:10:06,31.66,0.0,37.741662,-121.425774,13.80,3.79,24.36
608381,Tracy080925_022-20250809 205154,1754799007090,8/9/2025,21:10:07,31.66,0.0,37.741758,-121.425768,13.60,4.22,24.05
609401,Tracy080925_022-20250809 205154,1754799008110,8/9/2025,21:10:08,31.56,0.0,37.741864,-121.425762,13.53,4.00,25.97
610392,Tracy080925_022-20250809 205154,1754799009101,8/9/2025,21:10:09,31.56,0.0,37.741975,-121.425756,13.49,3.38,27.13
611411,Tracy080925_022-20250809 205154,1754799010120,8/9/2025,21:10:10,31.64,0.0,37.742082,-121.425753,13.32,2.88,26.75
612432,Tracy080925_022-20250809 205154,1754799011141,8/9/2025,21:10:11,31.63,0.0,37.742188,-121.425750,13.38,3.18,26.04
613391,Tracy080925_022-20250809 205154,1754799012100,8/9/2025,21:10:12,31.61,0.0,37.742290,-121.425748,13.31,3.38,25.30
614411,Tracy080925_022-20250809 205154,1754799013120,8/9/2025,21:10:13,31.56,0.0,37.742389,-121.425748,13.30,3.39,24.67
615401,Tracy080925_022-20250809 205154,1754799014110,8/9/2025,21:10:14,31.55,0.0,37.742485,-121.425768,13.32,3.13,23.89
616392,Tracy080925_022-20250809 205154,1754799015101,8/9/2025,21:10:15,31.58,0.0,37.742579,-121.425763,13.32,2.84,23.24
617381,Tracy080925_022-20250809 205154,1754799016090,8/9/2025,21:10:16,31.57,0.0,37.742671,-121.425759,13.25,3.24,22.55
618401,Tracy080925_022-20250809 205154,1754799017110,8/9/2025,21:10:17,31.50,0.0,37.742759,-121.425756,13.27,3.50,21.90
619391,Tracy080925_022-20250809 205154,1754799018100,8/9/2025,21:10:18,31.42,0.0,37.742843,-121.425759,13.27,3.06,20.87
620411,Tracy080925_022-20250809 205154,1754799019120,8/9/2025,21:10:19,31.39,0.0,37.742924,-121.425769,13.30,2.66,20.04
621403,Tracy080925_022-20250809 205154,1754799020112,8/9/2025,21:10:20,31.38,0.0,37.743001,-121.425751,13.47,2.53,19.42
622421,Tracy080925_022-20250809 205154,1754799021130,8/9/2025,21:10:21,31.34,0.0,37.743064,-121.425751,13.59,2.38,15.59
623411,Tracy080925_022-20250809 205154,1754799022120,8/9/2025,21:10:22,31.33,0.0,37.743106,-121.425752,13.58,2.43,10.83
624401,Tracy080925_022-20250809 205154,1754799023110,8/9/2025,21:10:23,31.33,0.0,37.743132,-121.425752,13.50,2.58,6.55
625392,Tracy080925_022-20250809 205154,1754799024101,8/9/2025,21:10:24,31.30,0.0,37.743148,-121.425753,13.60,2.59,4.23
626381,Tracy080925_022-20250809 205154,1754799025090,8/9/2025,21:10:25,31.27,0.0,37.743159,-121.425753,13.68,2.57,2.35
627401,Tracy080925_022-20250809 205154,1754799026110,8/9/2025,21:10:26,31.23,0.0,37.743167,-121.425753,13.83,2.63,1.92
628392,Tracy080925_022-20250809 205154,1754799027101,8/9/2025,21:10:27,31.21,0.0,37.743177,-121.425753,13.87,2.62,2.44
629382,Tracy080925_022-20250809 205154,1754799028091,8/9/2025,21:10:28,31.19,0.0,37.743189,-121.425753,13.92,2.62,2.75
630401,Tracy080925_022-20250809 205154,1754799029110,8/9/2025,21:10:29,31.16,0.0,37.743201,-121.425753,14.06,2.65,2.98
631392,Tracy080925_022-20250809 205154,1754799030101,8/9/2025,21:10:30,31.14,0.0,37.743210,-121.425753,14.00,2.62,1.95
632442,Tracy080925_022-20250809 205154,1754799031151,8/9/2025,21:10:31,31.12,0.0,37.743211,-121.425753,14.14,2.57,0.51
633401,Tracy080925_022-20250809 205154,1754799032110,8/9/2025,21:10:32,31.11,0.0,37.743212,-121.425753,14.27,2.58,0.16
634392,Tracy080925_022-20250809 205154,1754799033101,8/9/2025,21:10:33,31.09,0.0,37.743213,-121.425753,14.29,2.64,0.11
635381,Tracy080925_022-20250809 205154,1754799034090,8/9/2025,21:10:34,31.07,0.0,37.743213,-121.425753,14.37,2.88,0.11
636401,Tracy080925_022-20250809 205154,1754799035110,8/9/2025,21:10:35,31.05,0.0,37.743213,-121.425753,14.42,2.93,0.09
637392,Tracy080925_022-20250809 205154,1754799036101,8/9/2025,21:10:36,31.05,0.0,37.743214,-121.425753,14.55,3.07,0.11
638382,Tracy080925_022-20250809 205154,1754799037091,8/9/2025,21:10:37,31.05,0.0,37.743218,-121.425753,14.54,3.11,1.45
639372,Tracy080925_022-20250809 205154,1754799038081,8/9/2025,21:10:38,31.08,0.0,37.743236,-121.425753,14.80,3.09,4.65
640393,Tracy080925_022-20250809 205154,1754799039102,8/9/2025,21:10:39,31.02,0.0,37.743266,-121.425754,14.84,5.01,7.61
641412,Tracy080925_022-20250809 205154,1754799040121,8/9/2025,21:10:40,31.00,0.0,37.743299,-121.425754,14.73,7.30,9.71
642432,Tracy080925_022-20250809 205154,1754799041141,8/9/2025,21:10:41,30.98,0.0,37.743321,-121.425872,14.57,3.00,10.18
643392,Tracy080925_022-20250809 205154,1754799042101,8/9/2025,21:10:42,30.96,0.0,37.743331,-121.425926,14.40,2.95,11.63
644412,Tracy080925_022-20250809 205154,1754799043121,8/9/2025,21:10:43,30.96,0.0,37.743332,-121.425995,14.32,2.92,13.71
645402,Tracy080925_022-20250809 205154,1754799044111,8/9/2025,21:10:44,30.96,0.0,37.743334,-121.426080,14.23,2.85,16.22
646391,Tracy080925_022-20250809 205154,1754799045100,8/9/2025,21:10:45,30.97,0.0,37.743335,-121.426171,14.29,2.87,18.14
647412,Tracy080925_022-20250809 205154,1754799046121,8/9/2025,21:10:46,30.95,0.0,37.743336,-121.426276,14.20,2.66,20.54
648402,Tracy080925_022-20250809 205154,1754799047111,8/9/2025,21:10:47,30.95,0.0,37.743337,-121.426386,14.13,2.51,21.41
649392,Tracy080925_022-20250809 205154,1754799048101,8/9/2025,21:10:48,30.94,0.0,37.743336,-121.426496,13.95,3.10,21.34
650412,Tracy080925_022-20250809 205154,1754799049121,8/9/2025,21:10:49,30.96,0.0,37.743336,-121.426600,13.90,2.69,20.71
651372,Tracy080925_022-20250809 205154,1754799050081,8/9/2025,21:10:50,31.01,0.0,37.743336,-121.426702,13.93,2.75,20.04
652422,Tracy080925_022-20250809 205154,1754799051131,8/9/2025,21:10:51,31.06,0.0,37.743335,-121.426801,13.91,2.48,19.44
653412,Tracy080925_022-20250809 205154,1754799052121,8/9/2025,21:10:52,31.07,0.0,37.743335,-121.426897,13.81,2.31,19.13
654402,Tracy080925_022-20250809 205154,1754799053111,8/9/2025,21:10:53,31.07,0.0,37.743335,-121.426998,13.88,2.21,19.75
655392,Tracy080925_022-20250809 205154,1754799054101,8/9/2025,21:10:54,31.02,0.0,37.743334,-121.427106,13.90,2.13,21.14
656412,Tracy080925_022-20250809 205154,1754799055121,8/9/2025,21:10:55,31.08,0.0,37.743333,-121.427215,13.87,2.39,21.45
657372,Tracy080925_022-20250809 205154,1754799056081,8/9/2025,21:10:56,31.05,0.0,37.743333,-121.427324,13.84,2.24,21.54
658392,Tracy080925_022-20250809 205154,1754799057101,8/9/2025,21:10:57,31.12,0.0,37.743331,-121.427435,13.88,2.36,22.21
659412,Tracy080925_022-20250809 205154,1754799058121,8/9/2025,21:10:58,31.10,0.0,37.743331,-121.427545,14.21,2.22,22.17
660402,Tracy080925_022-20250809 205154,1754799059111,8/9/2025,21:10:59,31.06,0.0,37.743330,-121.427658,14.25,2.35,22.17
661392,Tracy080925_022-20250809 205154,1754799060101,8/9/2025,21:11:00,31.04,0.0,37.743328,-121.427772,14.32,2.34,22.06
662412,Tracy080925_022-20250809 205154,1754799061121,8/9/2025,21:11:01,31.04,0.0,37.743328,-121.427883,14.33,2.21,22.03
663402,Tracy080925_022-20250809 205154,1754799062111,8/9/2025,21:11:02,31.04,0.0,37.743324,-121.428001,14.44,2.67,22.75
664422,Tracy080925_022-20250809 205154,1754799063131,8/9/2025,21:11:03,31.07,0.0,37.743323,-121.428122,14.41,2.58,23.53
665412,Tracy080925_022-20250809 205154,1754799064121,8/9/2025,21:11:04,31.09,0.0,37.743323,-121.428243,14.38,2.64,23.73
666402,Tracy080925_022-20250809 205154,1754799065111,8/9/2025,21:11:05,31.04,0.0,37.743323,-121.428364,14.28,2.44,23.76
667392,Tracy080925_022-20250809 205154,1754799066101,8/9/2025,21:11:06,31.08,0.0,37.743322,-121.428485,14.29,2.61,23.71
